Bacteroides vulgatus	767
Bacteroides uniformis	647
Faecalibacterium prausnitzii	378
Alistipes finegoldii	327
Blautia sp. Ser8	257
Bacteroides thetaiotaomicron	172
Bifidobacterium adolescentis	132
Bacteroides acidifaciens	122
uncultured bacterium	109
butyrate-producing bacterium SSC/2	105
Eubacterium rectale	97
Bacteroides salyersiae	88
Butyrivibrio fibrisolvens	85
Bacteroides cellulosolvens	82
Bacteroides stercoris	70
Dialister pneumosintes	67
Eubacterium oxidoreducens	59
butyrate-producing bacterium ART55/1	51
Clostridium polysaccharolyticum	51
Bacteroides fragilis	39
Ruminococcus albus	37
Eubacterium cellulosolvens	25
Ruminococcus flavefaciens	25
Ruminococcus bromii	23
Barnesiella intestinihominis	22
Ruminococcus callidus	22
Clostridium scindens	20
Lachnospiraceae bacterium A4	20
Clostridium glycolicum	20
Eubacterium limosum	18
Clostridium lituseburense	18
Bacteroides caccae	18
Selenomonas ruminantium	13
butyrate-producing bacterium SS3/4	12
Ruminococcus sp. 18P13	11
Dialister invisus	11
Megasphaera elsdenii	9
Bacteroides ovatus	8
Bacteroides sp.	8
Bifidobacterium breve	7
Clostridium cocleatum	7
Akkermansia muciniphila	7
Clostridium sordellii	6
Eubacterium saburreum	6
Clostridium clostridioforme	6
Weissella cibaria	5
Parabacteroides goldsteinii	5
Clostridium chauvoei	5
butyrate-producing bacterium SM4/1	4
Oribacterium sp. oral taxon 078	4
Eubacterium acidaminophilum	4
Collinsella aerofaciens	3
Clostridium difficile	3
Eubacterium ruminantium	3
Lactococcus garvieae	3
Clostridium spiroforme	2
Anaerobranca gottschalkii	2
Parabacteroides distasonis	2
Alkaliphilus transvaalensis	2
Clostridium xylanolyticum	2
Dialister micraerophilus	2
Clostridium hathewayi	2
Lactobacillus casei	2
Ureibacillus thermosphaericus	2
Lactococcus lactis	2
Glechoma hederacea	1
Campylobacter hominis	1
Bifidobacterium bifidum	1
Bacteroides gallinarum	1
Parabacteroides johnsonii	1
butyrate-producing bacterium A2-232	1
Butyricimonas virosa	1
Rothia dentocariosa	1
Hespellia stercorisuis	1
Rothia mucilaginosa	1
Clostridium tertium	1
Ethanoligenens harbinense	1
Veillonella atypica	1
Clostridium bifermentans	1
Sarcina ventriculi	1
Caloramator fervidus	1
Clostridium stercorarium	1
Enterococcus casseliflavus	1
Bacteroides clarus	1
Lachnospiraceae bacterium 14-2	1
Thermoanaerobacter brockii	1
Veillonella criceti	1
Enterococcus sulfureus	1
rumen bacterium NK3B85	1
