Bacteroides vulgatus	20627
Bacteroides massiliensis	5016
Bacteroides uniformis	4239
Faecalibacterium prausnitzii	4019
Clostridium polysaccharolyticum	2844
Bacteroides stercoris	2490
Butyrivibrio fibrisolvens	2339
Eubacterium rectale	2160
Bacteroides ovatus	1728
Pasteurella multocida	1533
Blautia sp. Ser8	1449
uncultured bacterium	1397
Lachnospiraceae bacterium A4	975
Clostridium cocleatum	813
butyrate-producing bacterium SSC/2	786
Bifidobacterium breve	730
butyrate-producing bacterium A2-232	644
Bacteroides xylanisolvens	507
Clostridium clostridioforme	466
Bacteroides thetaiotaomicron	463
Eubacterium limosum	413
Clostridium scindens	396
butyrate-producing bacterium SM4/1	393
Eubacterium cellulosolvens	274
Ruminococcus gnavus	271
Prevotella copri	263
Veillonella ratti	200
Actinobacillus rossii	182
Bacteroides acidifaciens	159
butyrate-producing bacterium SS3/4	140
Clostridium hylemonae	127
Clostridium hathewayi	114
Selenomonas ruminantium	110
Bacteroides caccae	102
Acidaminococcus fermentans	101
Megamonas hypermegale	96
Lachnospiraceae bacterium 14-2	82
Collinsella aerofaciens	71
Parabacteroides merdae	68
Clostridium bolteae	68
Alistipes finegoldii	66
Veillonella atypica	59
Clostridium spiroforme	49
Eubacterium saburreum	44
Veillonella dispar	35
Eubacterium oxidoreducens	34
Bifidobacterium catenulatum	22
Clostridium xylanolyticum	21
butyrate-producing bacterium ART55/1	18
Bacteroides sp.	17
Hespellia porcina	15
Clostridium difficile	14
Eubacterium ruminantium	14
Pseudobutyrivibrio xylanivorans	12
Ruminococcus bromii	11
Clostridium sordellii	9
Streptococcus phocae	9
Parabacteroides distasonis	9
Prevotella loescheii	9
Oribacterium sp. oral taxon 078	9
Clostridium sphenoides	9
Barnesiella intestinihominis	8
Ruminococcus albus	7
Hespellia stercorisuis	7
Clostridium lituseburense	7
Eubacterium acidaminophilum	7
Dialister invisus	6
Bifidobacterium thermacidophilum	6
Lactobacillus vitulinus	6
Streptococcus infantarius	6
Megasphaera elsdenii	5
Bacteroides fragilis	4
Prevotella ruminicola	4
Staphylococcus cohnii	4
Akkermansia muciniphila	4
Aeriscardovia aeriphila	3
Bifidobacterium bifidum	3
Bacteroides helcogenes	3
Clostridium tertium	3
Bacteroides cellulosolvens	3
Lactococcus lactis	3
uncultured beta proteobacterium	2
Anaerobranca gottschalkii	2
Ruminococcus sp. 18P13	2
uncultured gamma proteobacterium	2
uncultured Streptococcus sp.	2
Eggerthella lenta	2
Dialister micraerophilus	2
Lactococcus piscium	2
Clostridium chauvoei	2
Enterococcus faecium	2
Clostridium aminophilum	1
Bacteroides plebeius	1
Bacteroides gallinarum	1
Alkaliphilus transvaalensis	1
Brachybacterium paraconglomeratum	1
Clostridium cellobioparum	1
Brevibacterium casei	1
Clostridium paraputrificum	1
Halomonas variabilis	1
Butyricimonas virosa	1
Clostridium thermocellum	1
Streptococcus suis	1
Prevotella bryantii	1
Porphyromonas uenonis	1
Lactobacillus sakei	1
Streptococcus pyogenes	1
Prevotella corporis	1
Bacteroides ureolyticus	1
Ruminococcus flavefaciens	1
Brevibacterium linens	1
Atopobium minutum	1
