Bacteroides vulgatus	10410
Lachnospiraceae bacterium A4	4180
Faecalibacterium prausnitzii	3512
Alistipes finegoldii	1886
Bacteroides uniformis	1371
uncultured bacterium	1284
Parabacteroides merdae	901
Blautia sp. Ser8	882
Paraprevotella clara	632
Eubacterium limosum	612
butyrate-producing bacterium ART55/1	583
Eubacterium acidaminophilum	558
Butyrivibrio fibrisolvens	512
Eubacterium rectale	475
Bacteroides thetaiotaomicron	454
butyrate-producing bacterium SM4/1	392
Bacteroides sp.	367
Bacteroides acidifaciens	360
Clostridium polysaccharolyticum	359
Ruminococcus bromii	358
Ruminococcus gnavus	296
Ruminococcus flavefaciens	284
Bacteroides caccae	273
Barnesiella intestinihominis	256
Clostridium scindens	231
Clostridium clostridioforme	227
Eubacterium cellulosolvens	212
Clostridium cocleatum	209
Bacteroides cellulosolvens	175
butyrate-producing bacterium A2-232	167
Ruminococcus callidus	163
Butyricimonas virosa	146
Parabacteroides distasonis	145
Acidaminococcus fermentans	115
butyrate-producing bacterium SSC/2	78
Clostridium hathewayi	77
Selenomonas ruminantium	74
Alkaliphilus transvaalensis	70
Bacteroides oleiciplenus	64
Megamonas hypermegale	61
Parabacteroides goldsteinii	56
Ruminococcus albus	55
butyrate-producing bacterium SS3/4	50
Desulfotomaculum thermocisternum	43
Akkermansia muciniphila	32
Clostridium spiroforme	29
Clostridium glycolicum	29
Bacteroides ovatus	25
Eubacterium saburreum	24
Clostridium sordellii	22
Nerium oleander	22
Ethanoligenens harbinense	18
uncultured gamma proteobacterium	17
Clostridium xylanolyticum	17
Hespellia stercorisuis	17
Clostridium hylemonae	15
Clostridium thermocellum	12
rumen bacterium NK3B85	11
Bacteroides stercoris	10
Eubacterium ruminantium	9
Eubacterium oxidoreducens	7
Clostridium difficile	7
Bacteroides xylanisolvens	7
Cicer arietinum	7
Clostridium sphenoides	7
Hespellia porcina	6
Clostridium lituseburense	6
Bifidobacterium adolescentis	6
Anaerobranca gottschalkii	5
Ruminococcus sp. 18P13	5
Pasteurella multocida	5
Oribacterium sp. oral taxon 078	5
Clostridium indolis	5
Bacteroides massiliensis	5
Bacteroides salyersiae	4
Anaerostipes caccae	4
Clostridium cellobioparum	4
Collinsella aerofaciens	3
Veillonella atypica	3
uncultured alpha proteobacterium	3
Arcobacter butzleri	2
Bifidobacterium breve	2
Trichococcus pasteurii	2
Bacteroides coprosuis	2
Streptococcus suis	2
Eggerthella lenta	2
Acetobacterium carbinolicum	2
Clostridium bolteae	2
Thermoanaerobacter brockii	2
Staphylococcus cohnii	2
Tetragenococcus halophilus	2
Clostridium aminophilum	1
Nymphaea odorata	1
Streptococcus phocae	1
Veillonella ratti	1
Bacillus schlegelii	1
Peptococcus niger	1
uncultured Streptococcus sp.	1
Enterococcus casseliflavus	1
uncultured proteobacterium	1
Fusibacter paucivorans	1
Porphyromonas catoniae	1
Bacteroides nordii	1
Enterococcus faecium	1
Pseudomonas fluorescens	1
Leuconostoc lactis	1
Atopobium vaginae	1
Paenibacillus mucilaginosus	1
Veillonella dispar	1
Laceyella sacchari	1
