Akkermansia muciniphila	4411
Eubacterium rectale	2680
Blautia sp. Ser8	1643
Bacteroides sp.	1454
Dialister pneumosintes	1439
Bacteroides vulgatus	1232
Ruminococcus bromii	1046
Bacteroides acidifaciens	932
Alistipes finegoldii	867
Barnesiella intestinihominis	806
uncultured bacterium	779
Faecalibacterium prausnitzii	669
butyrate-producing bacterium A2-232	433
Ruminococcus albus	326
Bacteroides massiliensis	324
Bacteroides stercoris	319
Dialister invisus	270
Clostridium polysaccharolyticum	247
Clostridium scindens	215
Butyrivibrio fibrisolvens	191
Ruminococcus flavefaciens	173
Ruminococcus callidus	157
butyrate-producing bacterium SM4/1	154
butyrate-producing bacterium SSC/2	147
Eubacterium ruminantium	145
Acidaminococcus fermentans	143
Clostridium bolteae	139
Lachnospiraceae bacterium A4	128
Bacteroides ovatus	119
Bacteroides thetaiotaomicron	114
Bacteroides uniformis	112
Clostridium thermocellum	99
Bifidobacterium breve	95
Ruminococcus gnavus	84
Eubacterium limosum	66
Clostridium lituseburense	64
Clostridium cylindrosporum	64
Clostridium sordellii	63
Clostridium tertium	53
butyrate-producing bacterium SS3/4	51
Parabacteroides distasonis	50
butyrate-producing bacterium ART55/1	47
Megamonas hypermegale	36
Eubacterium oxidoreducens	35
Bacillus schlegelii	34
Eubacterium acidaminophilum	30
Selenomonas ruminantium	27
Ethanoligenens harbinense	26
Hespellia porcina	24
Clostridium cellobioparum	20
Bacteroides intestinalis	17
Eubacterium cellulosolvens	16
Clostridium difficile	16
Dialister micraerophilus	16
rumen bacterium NK3B85	13
Collinsella aerofaciens	12
Clostridium hylemonae	11
Clostridium hathewayi	11
Bacteroides cellulosolvens	11
Bacteroides clarus	9
Dehalobacter restrictus	6
Clostridium cocleatum	6
Veillonella ratti	6
Alkaliphilus transvaalensis	5
Bifidobacterium bifidum	4
Sarcina ventriculi	3
Clostridium clostridioforme	3
Anaerostipes caccae	2
Anaerobranca gottschalkii	2
uncultured delta proteobacterium	2
Eggerthella lenta	2
Fusibacter paucivorans	2
Caloramator fervidus	2
Lactobacillus vitulinus	2
Paenibacillus mucilaginosus	2
Bacillus clausii	1
uncultured alpha proteobacterium	1
Bacillus licheniformis	1
Clostridium spiroforme	1
Desulfotomaculum acetoxidans	1
Streptococcus phocae	1
Bacteroides helcogenes	1
Megasphaera micronuciformis	1
Prevotella copri	1
uncultured proteobacterium	1
Bacillus sp.	1
Prevotella ruminicola	1
Pedobacter sp. MJ11	1
Lachnospiraceae bacterium 14-2	1
Thiococcus pfennigii	1
Porphyromonas catoniae	1
Actinomyces odontolyticus	1
Bacteroides caccae	1
Clostridium indolis	1
Clostridium stercorarium	1
Megasphaera elsdenii	1
Clostridium sphenoides	1
Lactococcus lactis	1
