Alistipes finegoldii	8613
Faecalibacterium prausnitzii	8507
Bacteroides uniformis	7948
Bacteroides vulgatus	6901
Bacteroides caccae	3010
Bacteroides massiliensis	2686
Bacteroides acidifaciens	2540
Eubacterium rectale	2445
butyrate-producing bacterium ART55/1	1960
Butyricimonas virosa	1865
uncultured bacterium	1810
Barnesiella intestinihominis	1306
Blautia sp. Ser8	1157
Parabacteroides johnsonii	1123
Ruminococcus bromii	1019
Clostridium scindens	1018
Bacteroides stercoris	896
Eubacterium acidaminophilum	693
Anaerobranca gottschalkii	659
Lachnospiraceae bacterium A4	585
Bacteroides thetaiotaomicron	543
Bifidobacterium adolescentis	519
Eubacterium limosum	436
Butyrivibrio fibrisolvens	400
Clostridium clostridioforme	398
Bacteroides sp.	384
butyrate-producing bacterium SSC/2	343
Bacteroides cellulosolvens	334
Clostridium polysaccharolyticum	316
Eubacterium ruminantium	310
Dialister pneumosintes	278
Bacteroides ovatus	269
butyrate-producing bacterium A2-232	209
Parabacteroides distasonis	208
Clostridium cellobioparum	194
Megamonas hypermegale	191
butyrate-producing bacterium SM4/1	187
Selenomonas ruminantium	179
Eubacterium cellulosolvens	166
Bacteroides xylanisolvens	163
Clostridium lituseburense	149
Dialister invisus	146
Eubacterium oxidoreducens	132
Ruminococcus albus	123
Ruminococcus gnavus	122
Ruminococcus flavefaciens	120
Clostridium hathewayi	115
Hespellia porcina	113
Ruminococcus callidus	111
Clostridium cocleatum	95
Ruminococcus sp. 18P13	77
Butyricimonas synergistica	77
Alkaliphilus transvaalensis	59
Clostridium thermocellum	55
Akkermansia muciniphila	43
Erysipelothrix rhusiopathiae	40
Veillonella dispar	38
Clostridium sphenoides	32
Methanobrevibacter smithii	31
Barnesiella viscericola	30
Lysinibacillus sphaericus	27
Streptococcus phocae	26
Bifidobacterium breve	25
Collinsella aerofaciens	25
butyrate-producing bacterium SS3/4	25
Veillonella atypica	21
Ethanoligenens harbinense	18
uncultured gamma proteobacterium	16
Clostridium difficile	16
Bacteroides fragilis	14
Clostridium hylemonae	12
Eubacterium saburreum	12
Fusibacter paucivorans	12
Bacteroides nordii	12
rumen bacterium NK3B85	12
Hespellia stercorisuis	11
Prevotella bivia	11
Enterococcus casseliflavus	11
Clostridium xylanolyticum	10
Ureibacillus thermosphaericus	10
Sarcina ventriculi	9
Bacteroides barnesiae	9
Oribacterium sp. oral taxon 078	8
Clostridium bolteae	7
Clostridium spiroforme	6
Caloramator fervidus	6
Prevotella buccalis	6
Lachnospiraceae bacterium 14-2	6
Parabacteroides gordonii	5
Bacteroides gallinarum	5
Streptococcus suis	5
Dialister micraerophilus	5
Acetobacterium carbinolicum	5
Clostridium tertium	4
Bacteroides eggerthii	4
Veillonella ratti	4
Bacteroides tectus	3
Bacteroides helcogenes	3
Parabacteroides merdae	3
Lactobacillus vitulinus	3
Acidaminococcus fermentans	3
Aerococcus sanguinicola	2
Peptococcus niger	2
uncultured Streptococcus sp.	2
Lactobacillus helveticus	2
Porphyromonas uenonis	2
Clostridium chauvoei	2
Streptococcus infantarius	2
Thermoanaerobacter brockii	2
Lactobacillus casei	2
Clostridium bifermentans	2
Pasteurella multocida	1
Lactobacillus rhamnosus	1
Enterococcus gallinarum	1
Thermaerobacter marianensis	1
Gemella sanguinis	1
Bacteroides suis	1
Clostridium sordellii	1
Desulfotomaculum acetoxidans	1
Bifidobacterium bifidum	1
Acetivibrio cellulolyticus	1
Pedobacter sp. 4236	1
Persephonella sp. EPR351	1
Bifidobacterium choerinum	1
Granulicatella adiacens	1
Bifidobacterium longum	1
Eggerthella lenta	1
Peptoniphilus asaccharolyticus	1
Streptococcus ferus	1
uncultured delta proteobacterium	1
Pedobacter sp. MJ11	1
Clostridium cylindrosporum	1
Bacteroides intestinalis	1
Bacillus simplex	1
Proteus penneri	1
Actinomyces odontolyticus	1
Bacteroides clarus	1
Enterococcus faecium	1
Veillonella criceti	1
uncultured prokaryote	1
Bacteroides oleiciplenus	1
Porphyromonas levii	1
Peptostreptococcus anaerobius	1
Paenibacillus mucilaginosus	1
Desulfotomaculum thermoacetoxidans	1
Laceyella sacchari	1
Desulfotomaculum thermocisternum	1
Clostridium glycolicum	1
