Bacteroides vulgatus	18620
Bacteroides ovatus	5666
Ruminococcus bromii	4796
Bacteroides thetaiotaomicron	4548
uncultured bacterium	3051
Butyrivibrio fibrisolvens	2876
Bacteroides uniformis	2383
Blautia sp. Ser8	1431
Bacteroides acidifaciens	1287
Sarcina ventriculi	1236
Parabacteroides merdae	1135
Eubacterium rectale	919
Parabacteroides distasonis	828
Faecalibacterium prausnitzii	696
Akkermansia muciniphila	464
butyrate-producing bacterium SS3/4	387
Ruminococcus gnavus	342
Clostridium bolteae	303
Dialister invisus	266
Barnesiella intestinihominis	250
Pseudobutyrivibrio xylanivorans	231
butyrate-producing bacterium SM4/1	164
Clostridium cocleatum	154
Bacteroides sp.	132
Clostridium lituseburense	121
butyrate-producing bacterium A2-232	106
Bacteroides fragilis	93
Clostridium chauvoei	90
Selenomonas ruminantium	88
Bacteroides caccae	83
Bifidobacterium breve	49
Clostridium polysaccharolyticum	44
Bacteroides salyersiae	24
Megamonas hypermegale	20
Lachnospiraceae bacterium A4	16
Dialister micraerophilus	16
Eubacterium cellulosolvens	14
Clostridium scindens	14
Clostridium hathewayi	14
Eubacterium saburreum	13
Alistipes finegoldii	10
Fusobacterium necrophorum	10
Collinsella aerofaciens	9
Eubacterium limosum	9
Bacteroides stercoris	8
Clostridium tertium	6
Anaerostipes caccae	6
Bacteroides cellulosolvens	5
Clostridium clostridioforme	4
Clostridium difficile	3
Clostridium spiroforme	3
Clostridium indolis	2
Ruminococcus albus	2
Ruminococcus callidus	2
Clostridium hylemonae	2
Prosthecobacter vanneervenii	2
Eubacterium oxidoreducens	2
Veillonella dispar	1
Veillonella ratti	1
Prevotella loescheii	1
Clostridium septicum	1
uncultured delta proteobacterium	1
Clostridium tyrobutyricum	1
butyrate-producing bacterium SSC/2	1
Bacteroides massiliensis	1
Clostridium bifermentans	1
Clostridium sordellii	1
Bacteroides nordii	1
Bacteroides eggerthii	1
Butyricimonas virosa	1
