Bacteroides vulgatus	23149
uncultured bacterium	5941
Megamonas hypermegale	5301
Bacteroides acidifaciens	4247
butyrate-producing bacterium A2-232	3802
Barnesiella intestinihominis	3599
Bacteroides uniformis	2577
Parabacteroides merdae	2415
Dialister invisus	2302
Bacteroides fragilis	1935
Blautia sp. Ser8	1896
Ruminococcus gnavus	1592
Faecalibacterium prausnitzii	1295
Akkermansia muciniphila	1062
butyrate-producing bacterium SM4/1	902
Parabacteroides distasonis	896
Bacteroides ovatus	676
Clostridium cocleatum	604
Bacteroides thetaiotaomicron	593
Alistipes finegoldii	590
butyrate-producing bacterium SS3/4	504
Ruminococcus flavefaciens	500
Acidaminococcus fermentans	461
Lachnospiraceae bacterium A4	394
Bacteroides sp.	349
Clostridium lituseburense	310
Clostridium sphenoides	307
Clostridium scindens	291
Bacteroides massiliensis	268
Fusobacterium necrophorum	247
Clostridium hylemonae	215
Clostridium bolteae	205
Butyrivibrio fibrisolvens	184
Hespellia stercorisuis	175
Dialister pneumosintes	150
Bacteroides cellulosolvens	116
Clostridium spiroforme	113
Eubacterium limosum	105
Dialister micraerophilus	99
Eubacterium rectale	87
Clostridium polysaccharolyticum	87
butyrate-producing bacterium ART55/1	66
Collinsella aerofaciens	66
Veillonella ratti	60
Ethanoligenens harbinense	56
Clostridium stercorarium	56
Clostridium sporogenes	52
Bacteroides xylanisolvens	52
Bacteroides salyersiae	46
Megasphaera elsdenii	46
Prevotella copri	37
Ruminococcus bromii	32
Eubacterium ruminantium	28
Eggerthella lenta	24
Clostridium hathewayi	22
uncultured delta proteobacterium	21
Selenomonas ruminantium	21
Bifidobacterium breve	17
Eubacterium cellulosolvens	17
Bacteroides nordii	17
Clostridium difficile	15
Clostridium glycolicum	15
Veillonella atypica	14
Acetobacterium carbinolicum	14
uncultured beta proteobacterium	11
Clostridium sordellii	11
Oribacterium sp. oral taxon 078	11
Clostridium bifermentans	8
Lactobacillus vitulinus	7
Eubacterium acidaminophilum	7
Anaerostipes caccae	6
Butyricimonas virosa	6
Lactobacillus casei	6
Paraprevotella clara	5
Prevotella ruminicola	5
Clostridium clostridioforme	5
Bacteroides caccae	5
Clostridium subterminale	5
Eubacterium saburreum	4
Aneurinibacillus aneurinilyticus	4
Anaerobranca gottschalkii	3
Prevotella salivae	3
Actinomyces naeslundii	3
Desulfotomaculum acetoxidans	3
Eubacterium oxidoreducens	3
Clostridium xylanolyticum	3
Abiotrophia para-adiacens	3
Clostridium thermocellum	3
Streptococcus suis	3
Corallococcus coralloides	3
Pedobacter sp. MJ11	3
Streptococcus phocae	2
Salmonella enterica	2
Mitsuokella multacida	2
Bacteroides helcogenes	2
Gemella haemolysans	2
Clostridium tertium	2
Lactobacillus sakei	2
Finegoldia magna	2
Clostridium indolis	2
butyrate-producing bacterium SSC/2	2
Lactococcus lactis	2
Paraprevotella xylaniphila	2
Parabacteroides gordonii	1
uncultured alpha proteobacterium	1
rumen bacterium NK3B85	1
Bacteroides gallinarum	1
Nocardiopsis dassonvillei	1
Brevibacterium linens	1
Clostridium ramosum	1
Alkaliphilus transvaalensis	1
Hespellia porcina	1
Clostridium paradoxum	1
Lactobacillus acidophilus	1
Porphyromonas macacae	1
Prevotella buccalis	1
Prevotella loescheii	1
Clostridium cylindrosporum	1
Sarcina ventriculi	1
Sphingobacterium multivorum	1
Clostridium longisporum	1
Clostridium chauvoei	1
Pseudobutyrivibrio xylanivorans	1
Pediococcus pentosaceus	1
uncultured soil bacterium	1
Porphyromonas levii	1
Paenibacillus mucilaginosus	1
Lachnospiraceae bacterium 14-2	1
Bacteroides barnesiae	1
