Prevotella copri	23834
Prevotella loescheii	15748
Prevotella ruminicola	3612
Dialister pneumosintes	1746
Faecalibacterium prausnitzii	1152
uncultured bacterium	751
Bacteroides ovatus	644
Selenomonas ruminantium	644
Eubacterium rectale	401
Lactobacillus vitulinus	387
Bacteroides vulgatus	385
Megasphaera elsdenii	358
butyrate-producing bacterium ART55/1	316
Paraprevotella clara	296
Lachnospiraceae bacterium A4	293
Clostridium polysaccharolyticum	276
Mitsuokella multacida	271
Bifidobacterium breve	228
Bacteroides uniformis	209
Butyrivibrio fibrisolvens	203
Alistipes finegoldii	192
Blautia sp. Ser8	161
Bacteroides xylanisolvens	131
Ruminococcus flavefaciens	108
Bacteroides cellulosolvens	101
Barnesiella intestinihominis	91
Dialister invisus	85
Bacteroides acidifaciens	84
Bacteroides plebeius	83
Clostridium scindens	80
Prevotella salivae	73
Eubacterium acidaminophilum	64
Prevotella brevis	58
Eubacterium limosum	50
butyrate-producing bacterium SS3/4	49
butyrate-producing bacterium SM4/1	48
Bacteroides thetaiotaomicron	48
butyrate-producing bacterium A2-232	40
butyrate-producing bacterium SSC/2	40
Bacteroides caccae	37
Butyricimonas virosa	36
Ruminococcus bromii	36
Prevotella albensis	35
Ruminococcus albus	33
Bacteroides stercoris	33
Eubacterium cellulosolvens	31
Clostridium thermocellum	28
Clostridium lituseburense	27
Veillonella atypica	26
Parabacteroides johnsonii	24
Dialister micraerophilus	23
Bacteroides gallinarum	18
Eubacterium ruminantium	18
Bacteroides sp.	18
Clostridium hathewayi	18
Clostridium tertium	17
Clostridium chauvoei	17
Prevotella buccae	16
Parabacteroides merdae	16
Ethanoligenens harbinense	16
Bifidobacterium adolescentis	16
Salmonella enterica	14
Eubacterium oxidoreducens	14
Clostridium glycolicum	14
Veillonella dispar	13
Clostridium clostridioforme	12
Anaerobranca gottschalkii	10
Parabacteroides distasonis	10
Bacteroides salanitronis	10
Hespellia porcina	9
Collinsella aerofaciens	9
Ruminococcus callidus	9
Lactobacillus sp.	9
Pseudobutyrivibrio xylanivorans	9
Clostridium aldrichii	9
Megamonas hypermegale	9
Ruminococcus gnavus	8
Clostridium sordellii	7
Clostridium hylemonae	7
Sarcina ventriculi	6
Bacteroides nordii	6
Caloramator fervidus	6
Clostridium longisporum	6
Bifidobacterium merycicum	6
Akkermansia muciniphila	6
Bifidobacterium catenulatum	5
Bacteroides helcogenes	5
Clostridium cellobioparum	5
Hespellia stercorisuis	5
Lachnospiraceae bacterium 14-2	5
Paenibacillus mucilaginosus	5
Clostridium sphenoides	5
Bacillus clausii	4
Bacteroides tectus	4
Alkaliphilus transvaalensis	4
Clostridium difficile	4
Prevotella bivia	3
Barnesiella viscericola	3
Butyricimonas synergistica	3
Eubacterium saburreum	3
Acetobacterium carbinolicum	3
Clostridium indolis	3
Acidaminococcus fermentans	3
Clostridium subterminale	3
Bacteroides barnesiae	3
Clostridium spiroforme	2
Clostridium paraputrificum	2
Clostridium xylanolyticum	2
Bacteroides intestinalis	2
Staphylococcus cohnii	2
Veillonella ratti	2
Bacteroides massiliensis	2
Streptococcus pluranimalium	1
Aeriscardovia aeriphila	1
Bifidobacterium bifidum	1
uncultured gamma proteobacterium	1
Clostridium botulinum	1
Prevotella denticola	1
Weissella cibaria	1
Clostridium cocleatum	1
Corynebacterium mycetoides	1
Eggerthella lenta	1
Bacillus simplex	1
Porphyromonas catoniae	1
Erysipelothrix rhusiopathiae	1
Oribacterium sp. oral taxon 078	1
Enterococcus faecium	1
Clostridium septicum	1
Clostridium bifermentans	1
Porphyromonas crevioricanis	1
