Bacteroides vulgatus	38393
Faecalibacterium prausnitzii	7829
Alistipes finegoldii	4406
uncultured bacterium	3805
Eubacterium rectale	2087
Blautia sp. Ser8	1770
Bacteroides caccae	1600
Bacteroides stercoris	1404
Bacteroides acidifaciens	1297
Ruminococcus albus	1290
Bacteroides uniformis	983
Bifidobacterium adolescentis	924
Bacteroides thetaiotaomicron	919
Ruminococcus flavefaciens	827
Bacteroides cellulosolvens	792
Barnesiella intestinihominis	786
Ruminococcus gnavus	734
butyrate-producing bacterium SSC/2	726
Dialister pneumosintes	691
Hespellia porcina	641
Eubacterium cellulosolvens	621
Bifidobacterium breve	594
Bacteroides fragilis	501
Bacteroides clarus	438
Acidaminococcus fermentans	430
Butyrivibrio fibrisolvens	421
Parabacteroides distasonis	382
Selenomonas ruminantium	365
Lachnospiraceae bacterium A4	355
Ruminococcus bromii	340
butyrate-producing bacterium ART55/1	328
Clostridium polysaccharolyticum	314
butyrate-producing bacterium A2-232	297
Akkermansia muciniphila	264
Eubacterium limosum	252
Clostridium cocleatum	205
Butyricimonas virosa	203
Clostridium scindens	200
butyrate-producing bacterium SM4/1	199
Bacteroides sp.	188
Bacteroides ovatus	167
Ruminococcus callidus	163
Clostridium clostridioforme	158
Bifidobacterium catenulatum	154
Parabacteroides johnsonii	146
Anaerobranca gottschalkii	135
butyrate-producing bacterium SS3/4	131
Collinsella aerofaciens	102
Clostridium sphenoides	72
Clostridium bolteae	69
Dialister invisus	66
Clostridium sordellii	59
Clostridium lituseburense	57
Parabacteroides goldsteinii	55
Eubacterium ruminantium	54
Salmonella enterica	50
uncultured beta proteobacterium	44
Clostridium spiroforme	44
Pasteurella multocida	42
Clostridium tertium	42
Prevotella copri	36
Bacteroides xylanisolvens	28
Clostridium stercorarium	27
Megamonas hypermegale	27
Megasphaera elsdenii	22
Bifidobacterium choerinum	21
Eubacterium saburreum	21
Hespellia stercorisuis	19
Eubacterium acidaminophilum	16
Caloramator fervidus	15
Clostridium saccharobutylicum	14
Ruminococcus sp. 18P13	13
uncultured gamma proteobacterium	13
Laceyella sacchari	12
rumen bacterium NK3B85	12
Parabacteroides merdae	11
Parabacteroides gordonii	10
Eubacterium oxidoreducens	10
Bacteroides massiliensis	10
Butyricimonas synergistica	9
Clostridium difficile	9
Veillonella atypica	9
Clostridium chauvoei	9
Oribacterium sp. oral taxon 078	9
Ureibacillus thermosphaericus	9
Prevotella loescheii	8
Enterococcus faecium	8
Veillonella dispar	8
Tissierella sp. LBN 299	7
Bacteroides coprosuis	7
Lactobacillus casei	7
Bacteroides gallinarum	5
Streptococcus phocae	5
Alkaliphilus transvaalensis	5
Bacteroides salyersiae	4
Megasphaera micronuciformis	4
Clostridium xylanolyticum	4
Lysinibacillus sphaericus	4
uncultured Streptococcus sp.	4
Clostridium subterminale	4
Streptococcus pyogenes	4
Clostridium glycolicum	4
Clostridium ramosum	3
Clostridium hylemonae	3
Streptococcus suis	3
Fusobacterium nucleatum	3
Acetobacterium carbinolicum	3
Sarcina ventriculi	3
Clostridium hathewayi	3
Pseudobutyrivibrio xylanivorans	3
Bacillus clausii	2
uncultured alpha proteobacterium	2
Actinomyces naeslundii	2
Eggerthella lenta	2
Escherichia albertii	2
Prevotella ruminicola	2
Escherichia coli	2
uncultured Desulfovibrio sp.	2
Nerium oleander	2
Lactobacillus vitulinus	2
Paenibacillus mucilaginosus	2
Gemella sanguinis	1
Enterococcus durans	1
Paraprevotella clara	1
Bacteroides plebeius	1
Peptoniphilus lacrimalis	1
Photorhabdus temperata	1
Bacteroides helcogenes	1
Tissierella sp. LBN 291	1
Rathayibacter tritici	1
Bacteroides salanitronis	1
Halomonas variabilis	1
Lactococcus garvieae	1
Clostridium thermocellum	1
Ethanoligenens harbinense	1
Dialister micraerophilus	1
Oceanospirillum maris	1
Desulfovibrio desulfuricans	1
Clostridium indolis	1
Thermoanaerobacter brockii	1
Veillonella ratti	1
Pediococcus pentosaceus	1
Aeriscardovia aeriphila	1
