uncultured bacterium	5595
Dialister invisus	5000
Akkermansia muciniphila	4028
Blautia sp. Ser8	2160
Faecalibacterium prausnitzii	1758
Bacteroides uniformis	1722
Bacteroides ovatus	1428
Butyrivibrio fibrisolvens	1407
Bacteroides vulgatus	1101
Clostridium cocleatum	1013
butyrate-producing bacterium SM4/1	858
Ruminococcus gnavus	504
Eubacterium rectale	366
Parabacteroides merdae	360
butyrate-producing bacterium A2-232	299
Eubacterium limosum	296
Clostridium tertium	296
Barnesiella intestinihominis	266
Clostridium polysaccharolyticum	243
Clostridium hylemonae	201
Collinsella aerofaciens	190
Parabacteroides distasonis	186
Bacteroides thetaiotaomicron	143
butyrate-producing bacterium SS3/4	140
Bacteroides acidifaciens	137
Clostridium scindens	125
Bifidobacterium breve	124
Prevotella copri	91
Clostridium bolteae	90
Selenomonas ruminantium	85
Megamonas hypermegale	83
Clostridium sordellii	74
Bacteroides stercoris	67
Lachnospiraceae bacterium A4	65
Bacteroides sp.	64
Eubacterium cellulosolvens	63
Dialister micraerophilus	60
Hespellia stercorisuis	57
Ruminococcus bromii	53
Clostridium spiroforme	51
Bacteroides xylanisolvens	45
Bacteroides fragilis	43
Alistipes finegoldii	38
Prevotella loescheii	35
Bacteroides massiliensis	32
Fusobacterium necrophorum	29
Clostridium indolis	25
Clostridium hathewayi	19
Ruminococcus flavefaciens	18
Eggerthella lenta	16
Veillonella ratti	14
Oribacterium sp. oral taxon 078	13
Veillonella dispar	13
Sarcina ventriculi	12
Ruminococcus albus	11
Eubacterium saburreum	11
Bacteroides cellulosolvens	11
Porphyromonas catoniae	10
Anaerostipes caccae	8
butyrate-producing bacterium ART55/1	8
Clostridium difficile	7
Ethanoligenens harbinense	7
Eubacterium ruminantium	7
Clostridium lituseburense	6
Veillonella atypica	5
butyrate-producing bacterium SSC/2	5
Ureibacillus thermosphaericus	5
Clostridium sphenoides	5
Parabacteroides gordonii	4
Actinomyces naeslundii	4
Bacteroides salyersiae	3
Prevotella ruminicola	3
Eubacterium acidaminophilum	3
Megasphaera elsdenii	3
Bacteroides helcogenes	2
Megasphaera micronuciformis	2
Lachnospiraceae bacterium 14-2	2
Actinomyces odontolyticus	2
Lactobacillus vitulinus	2
Bacteroides caccae	2
Sweet potato little leaf phytoplasma	1
Campylobacter hyointestinalis	1
Paraprevotella clara	1
Pasteurella multocida	1
Bifidobacterium bifidum	1
Streptococcus phocae	1
Clostridium haemolyticum	1
Peptococcus niger	1
Hespellia porcina	1
Streptococcus uberis	1
Clostridium saccharobutylicum	1
uncultured Streptococcus sp.	1
uncultured delta proteobacterium	1
Clostridium baratii	1
Clostridium chauvoei	1
Bifidobacterium adolescentis	1
Streptococcus infantarius	1
Pseudobutyrivibrio xylanivorans	1
Acidaminococcus fermentans	1
Anaerobranca gottschalkii	1
Clostridium butyricum	1
Atopobium minutum	1
Bacteroides barnesiae	1
